dataset_id,species_id,protocol_id,start_date,end_date
,820,204,2011-03-21,2012-02-27
,820,228,2012-02-28,
,821,129,1970-01-01,2011-03-20
,821,204,2011-03-21,2012-02-27
,821,228,2012-02-28,
,822,129,1970-01-01,2011-03-20
,822,204,2011-03-21,2012-02-27
,822,228,2012-02-28,
,823,36,1970-01-01,2011-03-20
,823,210,2011-03-21,2012-02-27
,823,234,2012-02-28,
15,823,323,2010-01-01,2011-03-20
15,823,324,2011-03-21,
,824,36,1970-01-01,2011-03-20
,824,210,2011-03-21,2012-02-27
,824,234,2012-02-28,
,825,38,1970-01-01,2011-03-20
,825,200,2011-03-21,2012-02-27
,825,223,2012-02-28,
,826,38,1970-01-01,2011-03-20
,826,200,2011-03-21,2012-02-27
,826,223,2012-02-28,
,827,36,1970-01-01,2011-03-20
,827,209,2011-03-21,2012-02-27
,827,233,2012-02-28,
,828,41,1970-01-01,2011-03-20
,828,212,2011-03-21,2012-02-27
,828,236,2012-02-28,2016-02-10
,828,321,2016-02-11,
,829,36,1970-01-01,2011-03-20
,829,210,2011-03-21,2012-02-27
,829,234,2012-02-28,
,830,45,1970-01-01,2011-03-20
,830,214,2011-03-21,2012-02-27
,830,238,2012-02-28,
,831,49,1970-01-01,2011-03-20
,831,208,2011-03-21,2012-02-27
,831,232,2012-02-28,
,832,41,1970-01-01,2011-03-20
,832,212,2011-03-21,2012-02-27
,832,236,2012-02-28,2016-02-10
,832,321,2016-02-11,
,833,129,1970-01-01,2011-03-20
,833,204,2011-03-21,2012-02-27
,833,228,2012-02-28,
,834,38,1970-01-01,2011-03-20
,834,200,2011-03-21,2012-02-27
,834,223,2012-02-28,
,835,36,1970-01-01,2011-03-20
,835,209,2011-03-21,2012-02-27
,835,233,2012-02-28,
,836,36,1970-01-01,2011-03-20
,836,209,2011-03-21,2012-02-27
,836,233,2012-02-28,
,837,41,1970-01-01,2011-03-20
,837,212,2011-03-21,2012-02-27
,837,236,2012-02-28,2016-02-10
,837,321,2016-02-11,
,838,38,1970-01-01,2011-03-20
,838,200,2011-03-21,2012-02-27
,838,223,2012-02-28,2023-01-26
,838,226,2023-01-27,
,839,36,1970-01-01,2011-03-20
,839,209,2011-03-21,2012-02-27
,839,233,2012-02-28,
,840,38,1970-01-01,2011-03-20
,840,200,2011-03-21,2012-02-27
,840,223,2012-02-28,
,841,38,1970-01-01,2011-03-20
,841,200,2011-03-21,2012-02-27
,841,223,2012-02-28,
,842,38,1970-01-01,2011-03-20
,842,200,2011-03-21,2012-02-27
,842,223,2012-02-28,
,843,38,1970-01-01,2011-03-20
,843,200,2011-03-21,2012-02-27
,843,223,2012-02-28,
,844,36,1970-01-01,2011-03-20
,844,209,2011-03-21,2012-02-27
,844,233,2012-02-28,
,845,38,1970-01-01,2011-03-20
,845,200,2011-03-21,2012-02-27
,845,223,2012-02-28,
,846,38,1970-01-01,2011-03-20
,846,200,2011-03-21,2012-02-27
,846,255,2012-02-28,
,847,38,1970-01-01,2011-03-20
,847,200,2011-03-21,2012-02-27
,847,223,2012-02-28,
,848,38,1970-01-01,2011-03-20
,848,200,2011-03-21,2012-02-27
,848,223,2012-02-28,
,849,38,1970-01-01,2011-03-20
,849,200,2011-03-21,2012-02-27
,849,223,2012-02-28,
,850,38,1970-01-01,2011-03-20
,850,200,2011-03-21,2012-02-27
,850,223,2012-02-28,
,851,38,1970-01-01,2011-03-20
,851,200,2011-03-21,2012-02-27
,851,223,2012-02-28,
,852,38,1970-01-01,2011-03-20
,852,200,2011-03-21,2012-02-27
,852,223,2012-02-28,
,853,38,1970-01-01,2011-03-20
,853,200,2011-03-21,2012-02-27
,853,223,2012-02-28,
,854,41,1970-01-01,2011-03-20
,854,212,2011-03-21,2012-02-27
,854,236,2012-02-28,2016-02-10
,854,321,2016-02-11,
,855,50,1970-01-01,2011-03-20
,855,217,2011-03-21,2012-02-27
,855,243,2012-02-28,
,856,38,1970-01-01,2011-03-20
,856,200,2011-03-21,2012-02-27
,856,223,2012-02-28,
,857,45,1970-01-01,2011-03-20
,857,214,2011-03-21,2012-02-27
,857,238,2012-02-28,
,858,41,1970-01-01,2011-03-20
,858,212,2011-03-21,2012-02-27
,858,236,2012-02-28,2016-02-10
,858,321,2016-02-11,
,859,41,1970-01-01,2011-03-20
,859,212,2011-03-21,2012-02-27
,859,236,2012-02-28,2016-02-10
,859,321,2016-02-11,
,860,106,1970-01-01,2011-03-20
,860,218,2011-03-21,2012-02-27
,860,241,2012-02-28,
,861,45,1970-01-01,2011-03-20
,861,214,2011-03-21,2012-02-27
,861,238,2012-02-28,
,862,38,1970-01-01,2011-03-20
,862,200,2011-03-21,2012-02-27
,862,223,2012-02-28,
,863,38,1970-01-01,2011-03-20
,863,200,2011-03-21,2012-02-27
,863,223,2012-02-28,
,864,38,1970-01-01,2011-03-20
,864,200,2011-03-21,2012-02-27
,864,223,2012-02-28,
,865,38,1970-01-01,2011-03-20
,865,200,2011-03-21,2012-02-27
,865,223,2012-02-28,
,866,50,1970-01-01,2011-03-20
,866,217,2011-03-21,2012-02-27
,866,243,2012-02-28,
,867,50,1970-01-01,2011-03-20
,867,217,2011-03-21,2012-02-27
,867,243,2012-02-28,
,868,43,1970-01-01,2011-03-20
,868,203,2011-03-21,2012-02-27
,868,227,2012-02-28,
,869,43,1970-01-01,2011-03-20
,869,203,2011-03-21,2012-02-27
,869,227,2012-02-28,
,870,38,1970-01-01,2011-03-20
,870,200,2011-03-21,2012-02-27
,870,223,2012-02-28,2023-01-26
,870,364,2023-01-27,
,871,36,1970-01-01,2011-03-20
,871,209,2011-03-21,2012-02-27
,871,233,2012-02-28,
,872,36,1970-01-01,2011-03-20
,872,210,2011-03-21,2012-02-27
,872,234,2012-02-28,
,873,36,1970-01-01,2011-03-20
,873,210,2011-03-21,2012-02-27
,873,234,2012-02-28,
,874,38,1970-01-01,2011-03-20
,874,200,2011-03-21,2012-02-27
,874,223,2012-02-28,
,875,38,1970-01-01,2011-03-20
,875,200,2011-03-21,2012-02-27
,875,223,2012-02-28,
,876,38,1970-01-01,2011-03-20
,876,200,2011-03-21,2012-02-27
,876,223,2012-02-28,
,877,41,1970-01-01,2011-03-20
,877,214,2011-03-21,2012-02-27
,877,238,2012-02-28,
,878,41,1970-01-01,2011-03-20
,878,214,2011-03-21,2012-02-27
,878,238,2012-02-28,
,879,45,1970-01-01,2011-03-20
,879,214,2011-03-21,2012-02-27
,879,238,2012-02-28,2016-02-10
,879,242,2016-02-11,
,880,41,1970-01-01,2011-03-20
,880,214,2011-03-21,2012-02-27
,880,238,2012-02-28,
,881,38,1970-01-01,2011-03-20
,881,200,2011-03-21,2012-02-27
,881,223,2012-02-28,
,882,38,1970-01-01,2011-03-20
,882,200,2011-03-21,2012-02-27
,882,223,2012-02-28,
,883,38,1970-01-01,2011-03-20
,883,200,2011-03-21,2012-02-27
,883,223,2012-02-28,
,884,36,1970-01-01,2011-03-20
,884,209,2011-03-21,2012-02-27
,884,233,2012-02-28,
,885,36,1970-01-01,2011-03-20
,885,209,2011-03-21,2012-02-27
,885,233,2012-02-28,
,886,38,1970-01-01,2011-03-20
,886,200,2011-03-21,2012-02-27
,886,226,2012-02-28,
,887,41,1970-01-01,2011-03-20
,887,214,2011-03-21,2012-02-27
,887,238,2012-02-28,
,888,38,1970-01-01,2011-03-20
,888,200,2011-03-21,2012-02-27
,888,223,2012-02-28,
,889,38,1970-01-01,2011-03-20
,889,200,2011-03-21,2012-02-27
,889,223,2012-02-28,
,890,38,1970-01-01,2011-03-20
,890,200,2011-03-21,2012-02-27
,890,223,2012-02-28,
,891,38,1970-01-01,2011-03-20
,891,200,2011-03-21,2012-02-27
,891,223,2012-02-28,
,892,38,1970-01-01,2011-03-20
,892,200,2011-03-21,2012-02-27
,892,223,2012-02-28,
,893,43,1970-01-01,2011-03-20
,893,203,2011-03-21,2012-02-27
,893,227,2012-02-28,
,894,38,1970-01-01,2011-03-20
,894,200,2011-03-21,2012-02-27
,894,223,2012-02-28,
,895,41,1970-01-01,2011-03-20
,895,214,2011-03-21,2012-02-27
,895,238,2012-02-28,
,896,41,1970-01-01,2011-03-20
,896,212,2011-03-21,2012-02-27
,896,236,2012-02-28,2016-02-10
,896,321,2016-02-11,
,897,36,1970-01-01,2011-03-20
,897,209,2011-03-21,2012-02-27
,897,233,2012-02-28,
,898,38,1970-01-01,2011-03-20
,898,200,2011-03-21,2012-02-27
,898,223,2012-02-28,2023-01-26
,898,226,2023-01-27,
,899,38,1970-01-01,2011-03-20
,899,200,2011-03-21,2012-02-27
,899,223,2012-02-28,
,900,38,1970-01-01,2011-03-20
,900,200,2011-03-21,2012-02-27
,900,223,2012-02-28,
,901,256,1970-01-01,
,902,49,1970-01-01,2011-03-20
,902,208,2011-03-21,2012-02-27
,902,232,2012-02-28,
,903,41,1970-01-01,2011-03-20
,903,214,2011-03-21,2012-02-27
,903,238,2012-02-28,
,904,41,1970-01-01,2011-03-20
,904,214,2011-03-21,2012-02-27
,904,238,2012-02-28,
,905,41,1970-01-01,2011-03-20
,905,214,2011-03-21,2012-02-27
,905,238,2012-02-28,
,906,38,1970-01-01,2011-03-20
,906,200,2011-03-21,2012-02-27
,906,223,2012-02-28,
,907,41,1970-01-01,2011-03-20
,907,214,2011-03-21,2012-02-27
,907,238,2012-02-28,
,908,38,1970-01-01,2011-03-20
,908,200,2011-03-21,2012-02-27
,908,223,2012-02-28,2023-01-26
,908,364,2023-01-27,
,909,41,1970-01-01,2011-03-20
,909,214,2011-03-21,2012-02-27
,909,238,2012-02-28,2016-02-10
,909,242,2016-02-11,
,910,43,1970-01-01,2011-03-20
,910,203,2011-03-21,2012-02-27
,910,227,2012-02-28,
,911,38,1970-01-01,2011-03-20
,911,200,2011-03-21,2012-02-27
,911,223,2012-02-28,
,912,38,1970-01-01,2011-03-20
,912,200,2011-03-21,2012-02-27
,912,223,2012-02-28,
,913,45,1970-01-01,2011-03-20
,913,214,2011-03-21,2012-02-27
,913,238,2012-02-28,2022-03-09
,913,313,2022-03-08,
,914,38,1970-01-01,2011-03-20
,914,200,2011-03-21,2012-02-27
,914,223,2012-02-28,
,915,36,1970-01-01,2011-03-20
,915,209,2011-03-21,2012-02-27
,915,233,2012-02-28,
13,915,310,2009-01-01,
,916,38,1970-01-01,2011-03-20
,916,200,2011-03-21,2012-02-27
,916,223,2012-02-28,
,917,38,1970-01-01,2011-03-20
,917,200,2011-03-21,2012-02-27
,917,223,2012-02-28,
,918,38,1970-01-01,2011-03-20
,918,200,2011-03-21,2012-02-27
,918,223,2012-02-28,
,919,36,1970-01-01,2011-03-20
,919,209,2011-03-21,2012-02-27
,919,233,2012-02-28,
,920,36,1970-01-01,2011-03-20
,920,209,2011-03-21,2012-02-27
,920,233,2012-02-28,
,921,38,1970-01-01,2011-03-20
,921,200,2011-03-21,2012-02-27
,921,223,2012-02-28,
,922,38,1970-01-01,2011-03-20
,922,200,2011-03-21,2012-02-27
,922,223,2012-02-28,
,923,36,1970-01-01,2011-03-20
,923,209,2011-03-21,2012-02-27
,923,233,2012-02-28,
,924,41,1970-01-01,2011-03-20
,924,214,2011-03-21,2012-02-27
,924,238,2012-02-28,
,925,41,1970-01-01,2011-03-20
,925,214,2011-03-21,2012-02-27
,925,238,2012-02-28,
,926,38,1970-01-01,2011-03-20
,926,200,2011-03-21,2012-02-27
,926,223,2012-02-28,
,927,38,1970-01-01,2011-03-20
,927,200,2011-03-21,2012-02-27
,927,223,2012-02-28,
,928,38,1970-01-01,2011-03-20
,928,200,2011-03-21,2012-02-27
,928,223,2012-02-28,
,929,38,1970-01-01,2011-03-20
,929,200,2011-03-21,2012-02-27
,929,223,2012-02-28,
,930,38,1970-01-01,2011-03-20
,930,200,2011-03-21,2012-02-27
,930,223,2012-02-28,
,931,38,1970-01-01,2011-03-20
,931,200,2011-03-21,2012-02-27
,931,223,2012-02-28,
,932,38,1970-01-01,2011-03-20
,932,200,2011-03-21,2012-02-27
,932,223,2012-02-28,
,933,41,1970-01-01,2011-03-20
,933,214,2011-03-21,2012-02-27
,933,238,2012-02-28,
,934,43,1970-01-01,2011-03-20
,934,203,2011-03-21,2012-02-27
,934,227,2012-02-28,
,935,36,1970-01-01,2011-03-20
,935,210,2011-03-21,2012-02-27
,935,234,2012-02-28,
,936,43,1970-01-01,2011-03-20
,936,203,2011-03-21,2012-02-27
,936,227,2012-02-28,
,937,43,1970-01-01,2011-03-20
,937,203,2011-03-21,2012-02-27
,937,227,2012-02-28,
,938,38,1970-01-01,2011-03-20
,938,200,2011-03-21,2012-02-27
,938,223,2012-02-28,
,939,38,1970-01-01,2011-03-20
,939,200,2011-03-21,2012-02-27
,939,223,2012-02-28,
,940,36,1970-01-01,2011-03-20
,940,209,2011-03-21,2012-02-27
,940,233,2012-02-28,
,941,36,1970-01-01,2011-03-20
,941,209,2011-03-21,2012-02-27
,941,233,2012-02-28,
13,941,310,2009-01-01,
15,941,323,2010-01-01,2011-03-20
15,941,324,2011-03-21,
,942,36,1970-01-01,2011-03-20
,942,209,2011-03-21,2012-02-27
,942,233,2012-02-28,
,943,38,1970-01-01,2011-03-20
,943,200,2011-03-21,2012-02-27
,943,223,2012-02-28,
,944,36,1970-01-01,2011-03-20
,944,209,2011-03-21,2012-02-27
,944,233,2012-02-28,
,945,50,1970-01-01,2011-03-20
,945,217,2011-03-21,2012-02-27
,945,243,2012-02-28,
,946,50,1970-01-01,2011-03-20
,946,217,2011-03-21,2012-02-27
,946,243,2012-02-28,
,947,50,1970-01-01,2011-03-20
,947,217,2011-03-21,2012-02-27
,947,243,2012-02-28,
,948,50,1970-01-01,2011-03-20
,948,217,2011-03-21,2012-02-27
,948,243,2012-02-28,
,949,36,1970-01-01,2011-03-20
,949,210,2011-03-21,2012-02-27
,949,234,2012-02-28,
,950,38,1970-01-01,2011-03-20
,950,200,2011-03-21,2012-02-27
,950,223,2012-02-28,
,951,38,1970-01-01,2011-03-20
,951,200,2011-03-21,2012-02-27
,951,223,2012-02-28,
,952,36,1970-01-01,2011-03-20
,952,209,2011-03-21,2012-02-27
,952,233,2012-02-28,
,953,38,1970-01-01,2011-03-20
,953,200,2011-03-21,2012-02-27
,953,223,2012-02-28,
,954,38,1970-01-01,2011-03-20
,954,200,2011-03-21,2012-02-27
,954,223,2012-02-28,
,955,38,1970-01-01,2011-03-20
,955,200,2011-03-21,2012-02-27
,955,223,2012-02-28,
,956,38,1970-01-01,2011-03-20
,956,200,2011-03-21,2012-02-27
,956,223,2012-02-28,
,957,38,1970-01-01,2011-03-20
,957,200,2011-03-21,2012-02-27
,957,223,2012-02-28,
,958,38,1970-01-01,2011-03-20
,958,200,2011-03-21,2012-02-27
,958,223,2012-02-28,
,959,38,1970-01-01,2011-03-20
,959,200,2011-03-21,2012-02-27
,959,223,2012-02-28,
,960,43,1970-01-01,2011-03-20
,960,203,2011-03-21,2012-02-27
,960,227,2012-02-28,
,961,38,1970-01-01,2011-03-20
,961,200,2011-03-21,2012-02-27
,961,223,2012-02-28,
,962,36,1970-01-01,2011-03-20
,962,209,2011-03-21,2012-02-27
,962,233,2012-02-28,
,963,38,1970-01-01,2011-03-20
,963,200,2011-03-21,2012-02-27
,963,223,2012-02-28,
,964,42,1970-01-01,2011-03-20
,964,205,2011-03-21,2012-02-27
,964,229,2012-02-28,
,965,48,1970-01-01,2011-03-20
,965,206,2011-03-21,2012-02-27
,965,230,2012-02-28,
,966,48,1970-01-01,2011-03-20
,966,206,2011-03-21,2012-02-27
,966,230,2012-02-28,
,967,48,1970-01-01,2011-03-20
,967,206,2011-03-21,2012-02-27
,967,230,2012-02-28,
,968,48,1970-01-01,2011-03-20
,968,206,2011-03-21,2012-02-27
,968,230,2012-02-28,
,969,38,1970-01-01,2011-03-20
,969,201,2011-03-21,2012-02-27
,969,224,2012-02-28,
,970,36,1970-01-01,2011-03-20
,970,210,2011-03-21,2012-02-27
,970,234,2012-02-28,
15,970,323,2010-01-01,2011-03-20
15,970,324,2011-03-21,
,971,43,1970-01-01,2011-03-20
,971,203,2011-03-21,2012-02-27
,971,227,2012-02-28,
,972,38,1970-01-01,2011-03-20
,972,200,2011-03-21,2012-02-27
,972,223,2012-02-28,
,973,38,1970-01-01,2011-03-20
,973,200,2011-03-21,2012-02-27
,973,223,2012-02-28,
,974,36,1970-01-01,2011-03-20
,974,209,2011-03-21,2012-02-27
,974,233,2012-02-28,2022-03-09
,974,313,2022-03-08,
,975,38,1970-01-01,2011-03-20
,975,200,2011-03-21,2012-02-27
,975,223,2012-02-28,
,976,36,1970-01-01,2011-03-20
,976,210,2011-03-21,2012-02-27
,976,234,2012-02-28,
,977,36,1970-01-01,2011-03-20
,977,210,2011-03-21,2012-02-27
,977,234,2012-02-28,
,978,38,1970-01-01,2011-03-20
,978,200,2011-03-21,2012-02-27
,978,223,2012-02-28,
,979,106,1970-01-01,2011-03-20
,979,218,2011-03-21,2012-02-27
,979,241,2012-02-28,
,980,41,1970-01-01,2011-03-20
,980,214,2011-03-21,2012-02-27
,980,238,2012-02-28,
,981,41,1970-01-01,2011-03-20
,981,214,2011-03-21,2012-02-27
,981,238,2012-02-28,
,982,36,1970-01-01,2011-03-20
,982,209,2011-03-21,2012-02-27
,982,233,2012-02-28,
,983,36,1970-01-01,2011-03-20
,983,209,2011-03-21,2012-02-27
,983,233,2012-02-28,
,984,41,1970-01-01,2011-03-20
,984,212,2011-03-21,2012-02-27
,984,236,2012-02-28,2016-02-10
,984,321,2016-02-11,
,985,41,1970-01-01,2011-03-20
,985,214,2011-03-21,2012-02-27
,985,238,2012-02-28,
,986,41,1970-01-01,2011-03-20
,986,214,2011-03-21,2012-02-27
,986,238,2012-02-28,2016-02-10
,986,313,2016-02-11,
,987,102,1970-01-01,2011-03-20
,987,215,2011-03-21,2012-02-27
,987,239,2012-02-28,2016-02-10
,987,265,2016-02-11,
,988,37,1970-01-01,2011-03-20
,988,210,2011-03-21,2012-02-27
,988,234,2012-02-28,
,989,37,1970-01-01,2011-03-20
,989,210,2011-03-21,2012-02-27
,989,234,2012-02-28,
,990,38,1970-01-01,2011-03-20
,990,200,2011-03-21,2012-02-27
,990,223,2012-02-28,
,991,38,1970-01-01,2011-03-20
,991,200,2011-03-21,2012-02-27
,991,223,2012-02-28,
,992,36,1970-01-01,2011-03-20
,992,209,2011-03-21,2012-02-27
,992,233,2012-02-28,
,993,36,1970-01-01,2011-03-20
,993,209,2011-03-21,2012-02-27
,993,233,2012-02-28,
,994,36,1970-01-01,2011-03-20
,994,209,2011-03-21,2012-02-27
,994,233,2012-02-28,
,995,41,1970-01-01,2011-03-20
,995,214,2011-03-21,2012-02-27
,995,238,2012-02-28,
,996,36,1970-01-01,2011-03-20
,996,209,2011-03-21,2012-02-27
,996,233,2012-02-28,
,997,36,1970-01-01,2011-03-20
,997,209,2011-03-21,2012-02-27
,997,233,2012-02-28,
,998,38,1970-01-01,2011-03-20
,998,200,2011-03-21,2012-02-27
,998,223,2012-02-28,
,999,36,1970-01-01,2011-03-20
,999,209,2011-03-21,2012-02-27
,999,233,2012-02-28,
,1000,36,1970-01-01,2011-03-20
,1000,209,2011-03-21,2012-02-27
,1000,233,2012-02-28,
,1001,36,1970-01-01,2011-03-20
,1001,209,2011-03-21,2012-02-27
,1001,233,2012-02-28,
,1002,36,1970-01-01,2011-03-20
,1002,209,2011-03-21,2012-02-27
,1002,233,2012-02-28,2016-02-10
,1002,313,2016-02-11,
,1003,41,1970-01-01,2011-03-20
,1003,214,2011-03-21,2012-02-27
,1003,238,2012-02-28,
,1004,36,1970-01-01,2011-03-20
,1004,209,2011-03-21,2012-02-27
,1004,233,2012-02-28,2023-01-26
,1004,313,2023-01-27,
,1005,38,1970-01-01,2011-03-20
,1005,200,2011-03-21,2012-02-27
,1005,223,2012-02-28,
,1006,36,1970-01-01,2011-03-20
,1006,210,2011-03-21,2012-02-27
,1006,234,2012-02-28,
,1007,36,1970-01-01,2011-03-20
,1007,210,2011-03-21,2012-02-27
,1007,234,2012-02-28,
,1008,36,1970-01-01,2011-03-20
,1008,210,2011-03-21,2012-02-27
,1008,234,2012-02-28,
,1009,36,1970-01-01,2011-03-20
,1009,210,2011-03-21,2012-02-27
,1009,234,2012-02-28,
,1010,36,1970-01-01,2011-03-20
,1010,210,2011-03-21,2012-02-27
,1010,234,2012-02-28,
,1011,38,1970-01-01,2011-03-20
,1011,200,2011-03-21,2012-02-27
,1011,226,2012-02-28,2016-02-10
,1011,242,2016-02-11,
,1012,38,1970-01-01,2011-03-20
,1012,200,2011-03-21,2012-02-27
,1012,223,2012-02-28,
,1013,41,1970-01-01,2011-03-20
,1013,212,2011-03-21,2012-02-27
,1013,236,2012-02-28,2016-02-10
,1013,321,2016-02-11,
,1014,38,1970-01-01,2011-03-20
,1014,200,2011-03-21,2012-02-27
,1014,223,2012-02-28,
,1015,36,1970-01-01,2011-03-20
,1015,209,2011-03-21,2012-02-27
,1015,233,2012-02-28,
,1016,38,1970-01-01,2011-03-20
,1016,200,2011-03-21,2012-02-27
,1016,223,2012-02-28,
,1017,38,1970-01-01,2011-03-20
,1017,200,2011-03-21,2012-02-27
,1017,255,2012-02-28,
,1018,38,1970-01-01,2011-03-20
,1018,219,2011-03-21,2012-02-27
,1018,226,2012-02-28,
,1019,36,1970-01-01,2011-03-20
,1019,209,2011-03-21,2012-02-27
,1019,233,2012-02-28,
13,1019,310,2009-01-01,
15,1019,323,2010-01-01,2011-03-20
15,1019,324,2011-03-21,
,1020,129,1970-01-01,2011-03-20
,1020,204,2011-03-21,2012-02-27
,1020,228,2012-02-28,
,1021,129,1970-01-01,2011-03-20
,1021,204,2011-03-21,2012-02-27
,1021,228,2012-02-28,
,1022,38,1970-01-01,2011-03-20
,1022,200,2011-03-21,2012-02-27
,1022,223,2012-02-28,
,1023,36,1970-01-01,2011-03-20
,1023,209,2011-03-21,2012-02-27
,1023,233,2012-02-28,
,1024,38,1970-01-01,2011-03-20
,1024,200,2011-03-21,2012-02-27
,1024,223,2012-02-28,
,1025,38,1970-01-01,2011-03-20
,1025,200,2011-03-21,2012-02-27
,1025,223,2012-02-28,
,1026,38,1970-01-01,2011-03-20
,1026,200,2011-03-21,2012-02-27
,1026,223,2012-02-28,
,1027,38,1970-01-01,2011-03-20
,1027,200,2011-03-21,2012-02-27
,1027,223,2012-02-28,
,1028,38,1970-01-01,2011-03-20
,1028,200,2011-03-21,2012-02-27
,1028,223,2012-02-28,
,1029,43,1970-01-01,2011-03-20
,1029,203,2011-03-21,2012-02-27
,1029,227,2012-02-28,
,1030,36,1970-01-01,2011-03-20
,1030,209,2011-03-21,2012-02-27
,1030,233,2012-02-28,
,1031,36,1970-01-01,2011-03-20
,1031,209,2011-03-21,2012-02-27
,1031,233,2012-02-28,
,1032,43,1970-01-01,2011-03-20
,1032,203,2011-03-21,2012-02-27
,1032,227,2012-02-28,
,1033,36,1970-01-01,2011-03-20
,1033,209,2011-03-21,2012-02-27
,1033,233,2012-02-28,
,1034,38,1970-01-01,2011-03-20
,1034,200,2011-03-21,2012-02-27
,1034,223,2012-02-28,
,1035,44,1970-01-01,2011-03-20
,1035,202,2011-03-21,2012-02-27
,1035,225,2012-02-28,
,1036,42,1970-01-01,2011-03-20
,1036,205,2011-03-21,2012-02-27
,1036,229,2012-02-28,
,1037,38,1970-01-01,2011-03-20
,1037,200,2011-03-21,2012-02-27
,1037,223,2012-02-28,
,1038,38,1970-01-01,2011-03-20
,1038,200,2011-03-21,2012-02-27
,1038,223,2012-02-28,
,1039,38,1970-01-01,2011-03-20
,1039,200,2011-03-21,2012-02-27
,1039,223,2012-02-28,
,1040,49,1970-01-01,2011-03-20
,1040,208,2011-03-21,2012-02-27
,1040,232,2012-02-28,
,1041,38,1970-01-01,2011-03-20
,1041,200,2011-03-21,2012-02-27
,1041,223,2012-02-28,
,1042,38,1970-01-01,2011-03-20
,1042,200,2011-03-21,2012-02-27
,1042,226,2012-02-28,
,1043,38,1970-01-01,2011-03-20
,1043,200,2011-03-21,2012-02-27
,1043,223,2012-02-28,
,1044,36,1970-01-01,2011-03-20
,1044,210,2011-03-21,2012-02-27
,1044,234,2012-02-28,
,1045,36,1970-01-01,2011-03-20
,1045,209,2011-03-21,2012-02-27
,1045,233,2012-02-28,
,1046,38,1970-01-01,2011-03-20
,1046,200,2011-03-21,2012-02-27
,1046,223,2012-02-28,
,1047,38,1970-01-01,2011-03-20
,1047,200,2011-03-21,2012-02-27
,1047,223,2012-02-28,
,1048,36,1970-01-01,2011-03-20
,1048,210,2011-03-21,2012-02-27
,1048,234,2012-02-28,
13,1048,310,2009-01-01,
,1049,36,1970-01-01,2011-03-20
,1049,210,2011-03-21,2012-02-27
,1049,234,2012-02-28,
,1050,38,1970-01-01,2011-03-20
,1050,201,2011-03-21,2012-02-27
,1050,224,2012-02-28,
,1051,38,1970-01-01,2011-03-20
,1051,200,2011-03-21,2012-02-27
,1051,223,2012-02-28,
,1052,38,1970-01-01,2011-03-20
,1052,200,2011-03-21,2012-02-27
,1052,223,2012-02-28,
,1053,38,1970-01-01,2011-03-20
,1053,200,2011-03-21,2012-02-27
,1053,223,2012-02-28,
,1054,38,1970-01-01,2011-03-20
,1054,200,2011-03-21,2012-02-27
,1054,223,2012-02-28,
,1055,45,1970-01-01,2011-03-20
,1055,214,2011-03-21,2012-02-27
,1055,238,2012-02-28,
,1056,36,1970-01-01,2011-03-20
,1056,209,2011-03-21,2012-02-27
,1056,233,2012-02-28,
,1057,45,1970-01-01,2011-03-20
,1057,214,2011-03-21,2012-02-27
,1057,238,2012-02-28,
,1058,45,1970-01-01,2011-03-20
,1058,214,2011-03-21,2012-02-27
,1058,238,2012-02-28,
,1059,36,1970-01-01,2011-03-20
,1059,209,2011-03-21,2012-02-27
,1059,233,2012-02-28,
,1060,36,1970-01-01,2011-03-20
,1060,209,2011-03-21,2012-02-27
,1060,233,2012-02-28,
,1061,38,1970-01-01,2011-03-20
,1061,200,2011-03-21,2012-02-27
,1061,223,2012-02-28,
,1062,38,1970-01-01,2011-03-20
,1062,200,2011-03-21,2012-02-27
,1062,223,2012-02-28,
,1063,38,1970-01-01,2011-03-20
,1063,200,2011-03-21,2012-02-27
,1063,223,2012-02-28,
,1064,38,1970-01-01,2011-03-20
,1064,200,2011-03-21,2012-02-27
,1064,223,2012-02-28,
,1065,38,1970-01-01,2011-03-20
,1065,200,2011-03-21,2012-02-27
,1065,223,2012-02-28,
,1066,36,1970-01-01,2011-03-20
,1066,209,2011-03-21,2012-02-27
,1066,233,2012-02-28,
,1067,45,1970-01-01,2011-03-20
,1067,214,2011-03-21,2012-02-27
,1067,242,2012-02-28,
,1068,106,1970-01-01,2011-03-20
,1068,218,2011-03-21,2012-02-27
,1068,241,2012-02-28,
,1069,106,1970-01-01,2011-03-20
,1069,218,2011-03-21,2012-02-27
,1069,241,2012-02-28,
,1070,38,1970-01-01,2011-03-20
,1070,200,2011-03-21,2012-02-27
,1070,223,2012-02-28,
,1071,41,1970-01-01,2011-03-20
,1071,212,2011-03-21,2012-02-27
,1071,236,2012-02-28,2016-02-10
,1071,321,2016-02-11,
,1072,41,1970-01-01,2011-03-20
,1072,212,2011-03-21,2012-02-27
,1072,236,2012-02-28,2016-02-10
,1072,321,2016-02-11,
,1073,38,1970-01-01,2011-03-20
,1073,200,2011-03-21,2012-02-27
,1073,223,2012-02-28,
,1075,55,1970-01-01,2011-03-20
,1075,155,2011-03-21,2012-02-27
,1075,246,2012-02-28,
,1076,55,1970-01-01,2011-03-20
,1076,155,2011-03-21,2012-02-27
,1076,246,2012-02-28,
,1077,55,1970-01-01,2011-03-20
,1077,155,2011-03-21,2012-02-27
,1077,246,2012-02-28,
,1078,55,1970-01-01,2011-03-20
